,explicit,key,mode,danceability,loudness,speechiness,energy,valence,acousticness,tempo,instrumentalness,liveness,popularidad_predicha
Song_268,1,7,0,0.62,-58.13,0.19,0.40,0.49,0.33,196.54,0.56,0.14,63.09
Song_269,0,4,0,0.08,-59.42,0.90,0.89,0.18,0.26,154.74,0.48,0.26,60.53
Song_270,0,9,0,0.50,-38.57,0.24,0.85,0.21,0.68,197.46,0.48,0.59,60.53
Song_271,1,8,0,0.70,-50.85,0.73,0.78,0.43,0.74,86.18,0.02,0.23,61.55
Song_272,1,11,1,0.58,-11.70,0.27,0.99,0.70,0.21,88.47,0.02,0.77,61.04
Song_273,1,11,1,0.45,-28.03,0.72,0.24,0.77,0.83,74.07,0.41,0.81,61.25
Song_274,1,9,0,0.22,-10.48,0.08,0.47,0.22,0.49,89.46,0.52,0.16,62.61
Song_275,0,4,1,0.31,-49.39,0.21,0.45,0.54,0.26,75.17,0.68,0.98,60.28
Song_276,1,0,0,0.70,-22.37,0.41,0.68,0.59,0.30,98.23,0.67,0.27,62.05
Song_277,0,11,1,0.22,-25.19,0.52,0.85,0.89,0.26,141.26,0.99,0.07,60.16
Song_278,1,8,0,0.62,-39.58,0.35,0.49,0.88,0.60,174.76,0.39,0.44,63.01
Song_279,0,11,0,0.59,-28.98,0.57,0.49,0.82,0.53,73.49,0.13,0.18,59.69
Song_280,1,4,1,0.97,-24.66,0.33,0.61,0.52,0.94,82.06,0.30,0.78,62.80
Song_281,1,5,1,0.06,-6.63,0.68,0.74,0.07,0.27,100.57,0.77,0.11,60.56
Song_282,1,3,1,0.11,-56.66,0.51,0.20,0.33,0.32,108.07,0.24,0.48,63.63
Song_283,1,5,1,0.51,-10.60,0.71,0.96,0.62,0.01,184.49,0.82,0.08,60.97
Song_284,0,11,1,0.53,-1.19,0.43,0.09,0.64,0.30,91.75,0.81,0.90,60.10
Song_285,1,7,1,0.04,-16.09,0.88,0.02,0.85,0.25,77.91,0.47,0.31,59.67
Song_286,0,2,1,0.83,-15.76,0.38,0.36,0.38,0.40,182.32,0.73,0.62,60.14
Song_287,0,4,1,0.49,-46.92,0.31,0.70,0.94,0.50,183.58,0.80,0.73,60.48
Song_288,0,1,0,0.35,-28.62,0.56,0.98,0.16,0.67,169.93,0.73,0.03,60.90
Song_289,0,1,1,0.32,-17.64,0.51,0.93,0.05,0.19,113.39,0.31,0.38,60.98
Song_290,1,6,1,0.86,-23.86,0.52,0.69,0.18,0.56,187.80,0.17,0.28,62.81
Song_291,0,9,0,0.20,-36.89,0.80,0.44,0.46,0.73,121.51,0.12,0.55,58.95
Song_292,0,9,0,0.16,-3.59,0.59,0.60,0.82,0.24,170.82,0.96,0.77,60.35
Song_293,0,10,0,0.21,-29.16,0.89,0.97,0.15,0.35,120.89,0.09,0.13,60.08
Song_294,1,9,0,0.63,-1.81,0.62,0.27,0.55,0.21,127.46,0.44,0.48,60.84
Song_295,1,5,1,0.81,-26.17,0.02,0.48,0.78,0.11,180.44,0.10,0.13,65.79
Song_296,1,3,1,0.33,-12.40,0.87,0.69,0.03,0.76,60.13,0.79,0.79,61.23
Song_297,1,4,0,0.17,-15.48,0.84,0.01,0.04,0.24,98.36,0.55,0.79,60.81
Song_298,0,0,0,0.21,-20.35,0.05,0.38,0.49,0.37,150.14,0.18,0.33,60.66
Song_299,0,6,1,0.62,-59.13,0.13,0.57,0.18,0.25,189.07,0.96,0.33,60.45
Song_300,1,7,1,0.25,-55.35,0.56,0.90,0.45,0.04,61.76,0.85,0.60,62.20
Song_301,0,8,1,0.88,-25.11,0.04,0.99,0.04,0.73,125.00,0.13,1.00,60.52
Song_302,0,7,1,0.10,-5.29,0.41,0.56,0.98,0.64,132.31,0.81,0.98,59.29
Song_303,0,4,0,0.03,-23.93,0.98,0.94,0.65,0.48,199.92,0.84,0.32,59.87
Song_304,1,2,1,0.09,-45.84,0.17,0.10,0.69,0.67,157.60,0.77,0.83,62.91
Song_305,1,9,0,0.85,-40.79,0.21,0.70,0.51,0.85,77.69,0.35,0.32,62.77
Song_306,0,10,0,0.65,-22.61,0.68,0.40,0.82,0.62,137.75,0.26,0.51,59.59
Song_307,1,8,0,0.96,-24.18,0.04,0.75,0.83,0.91,81.56,0.52,0.03,62.81
Song_308,1,5,1,0.34,-2.66,0.82,0.87,0.16,0.20,161.66,0.47,0.94,60.73
Song_309,1,4,0,0.21,-28.25,0.20,0.05,0.77,0.88,110.87,0.58,0.73,62.48
Song_310,1,2,1,0.56,-38.70,0.53,0.94,0.57,0.54,152.53,0.42,0.87,61.45
Song_311,1,5,0,0.54,-28.50,0.25,0.07,0.76,0.84,185.24,0.21,0.56,62.44
Song_312,0,2,1,0.59,-12.83,0.66,0.75,0.92,0.74,170.83,0.57,0.07,60.14
Song_313,1,9,0,0.35,-27.58,0.59,0.07,0.34,0.06,171.55,0.54,0.44,63.25
Song_314,0,11,0,0.01,-40.44,0.95,0.86,0.57,0.84,99.28,0.91,0.37,60.23
Song_315,0,5,1,0.04,-39.68,0.45,0.20,0.79,0.34,142.75,0.64,0.52,60.70
Song_316,1,3,1,0.66,-14.59,0.87,0.43,0.99,0.42,86.28,0.77,0.21,59.93
Song_317,0,1,0,0.52,-56.01,0.58,0.93,0.61,0.01,90.94,0.43,0.45,61.06
Song_318,0,7,0,0.82,-43.51,0.91,0.79,0.72,0.76,159.10,0.82,0.03,60.04
Song_319,0,3,1,0.30,-50.82,0.29,0.79,0.85,0.47,116.96,0.31,0.15,60.81
Song_320,1,8,0,0.82,-3.32,0.55,0.76,0.75,0.94,184.40,0.98,0.87,61.72
Song_321,1,6,1,0.43,-54.59,0.39,0.57,0.94,0.28,128.20,0.82,0.38,62.70
Song_322,0,11,1,0.10,-14.51,0.07,0.95,0.23,0.50,69.66,0.00,0.43,61.42
Song_323,1,1,0,0.98,-22.17,0.57,0.83,0.91,0.41,118.06,0.82,0.36,61.89
Song_324,1,3,1,0.51,-22.03,0.79,0.44,0.21,0.79,78.76,0.54,0.62,62.34
Song_325,1,4,0,0.63,-14.19,0.56,0.74,0.57,0.54,199.23,0.58,0.00,60.21
Song_326,1,2,1,0.67,-35.97,0.28,1.00,0.52,0.46,63.33,1.00,0.95,63.78
Song_327,0,8,1,0.36,-35.96,0.26,0.87,0.83,0.95,138.64,0.72,0.55,59.78
Song_328,0,4,0,0.75,-42.68,0.24,0.00,0.40,0.38,111.02,0.13,0.38,61.91
Song_329,1,1,1,0.87,-24.13,0.98,0.74,0.14,0.49,144.96,0.75,0.86,61.69
Song_330,1,10,0,0.39,-4.21,0.40,0.90,0.71,0.55,135.47,0.20,0.50,60.60
Song_331,0,2,1,0.66,-4.56,0.32,0.33,0.61,0.05,188.53,0.93,0.09,61.19
Song_332,0,8,1,0.76,-17.82,0.42,0.98,0.83,0.53,85.54,0.26,0.91,60.27
Song_333,1,6,1,0.19,-5.63,0.12,0.40,0.76,0.34,76.75,0.46,0.39,61.24
Song_334,0,1,1,0.33,-2.19,0.20,0.42,0.89,0.65,181.85,0.81,0.57,60.89
Song_335,1,8,0,0.11,-12.29,0.51,0.16,0.84,0.64,190.45,0.96,0.94,60.03
Song_336,1,3,1,0.60,-35.53,0.80,0.10,0.69,0.71,109.72,0.16,0.30,61.40
Song_337,0,8,1,0.80,-31.01,0.88,0.54,0.47,0.40,193.88,0.07,0.18,60.17
Song_338,0,1,1,0.61,-4.12,0.87,0.60,0.02,0.10,108.00,0.79,0.87,61.17
Song_339,1,11,0,0.18,-19.80,0.94,0.37,0.31,0.44,141.82,0.86,0.52,61.81
Song_340,1,9,0,0.55,-10.76,0.13,0.61,0.73,0.55,153.34,0.60,0.70,60.74
Song_341,0,11,0,0.83,-53.03,0.04,0.39,0.06,0.02,199.15,0.17,0.11,62.83
Song_342,1,3,0,0.30,-48.37,0.11,0.87,0.76,0.55,83.84,0.16,0.70,63.24
Song_343,0,4,1,0.83,-39.35,0.60,0.95,0.52,0.40,101.26,0.46,0.57,60.40
Song_344,1,1,1,0.78,-48.71,0.56,0.59,0.87,0.48,136.47,0.19,0.33,61.96
Song_345,0,9,1,0.02,-5.61,0.67,0.84,0.66,0.30,90.05,0.35,0.85,60.40
Song_346,0,0,0,0.24,-46.99,0.37,0.85,0.80,0.49,141.20,0.79,0.46,60.48
Song_347,0,6,0,0.54,-26.57,0.39,0.71,0.17,0.88,168.94,0.11,0.41,60.51
Song_348,1,9,1,0.72,-54.87,0.55,0.19,0.17,0.79,183.09,0.30,0.18,63.61
Song_349,1,0,1,0.88,-50.70,0.08,0.15,0.21,0.62,107.07,0.40,0.25,64.49
Song_350,0,10,1,0.64,-45.16,0.80,0.92,0.33,0.63,84.16,0.23,0.27,59.82
Song_351,1,10,0,0.38,-1.03,0.92,0.27,0.90,0.90,156.00,0.71,0.41,60.96
Song_352,0,7,1,0.18,-12.18,0.39,0.25,0.77,0.48,156.11,0.47,0.50,60.12
Song_353,0,2,1,0.76,-19.59,0.74,0.17,0.36,0.54,121.31,0.95,0.99,58.17
Song_354,1,9,0,0.21,-5.02,0.55,0.53,0.92,0.86,143.11,0.34,0.55,61.00
Song_355,1,5,0,0.70,-2.63,0.24,0.68,0.78,0.75,171.79,0.93,0.47,61.52
Song_356,0,6,1,0.18,-32.79,0.07,0.68,0.66,0.43,162.65,0.57,0.64,60.36
Song_357,1,9,0,0.09,-40.34,0.25,0.26,0.44,0.31,154.21,0.54,0.76,64.01
Song_358,1,0,1,0.25,-41.08,0.60,0.09,0.65,0.52,152.66,0.23,0.98,61.83
Song_359,0,5,1,0.28,-57.86,0.04,0.31,0.59,0.12,161.39,0.95,1.00,60.19
Song_360,0,6,1,0.65,-43.22,0.84,0.50,0.78,0.68,145.05,0.32,0.86,59.36
Song_361,1,5,1,0.16,-38.70,0.97,0.61,0.23,0.46,71.83,0.55,0.04,62.39
Song_362,0,3,0,0.93,-57.79,0.08,0.27,0.89,0.59,141.61,0.94,0.04,60.50
Song_363,0,0,0,0.55,-7.04,0.25,0.18,0.59,0.85,184.55,0.85,0.32,60.38
Song_364,1,10,0,0.49,-9.13,0.68,0.84,0.81,0.36,65.26,0.31,0.87,60.64
Song_365,0,8,1,0.43,-44.91,0.81,0.86,0.35,0.50,115.87,0.81,0.76,60.50
Song_366,0,3,1,0.57,-11.85,0.35,0.28,0.39,0.56,115.01,0.68,0.63,60.50
Song_367,1,6,1,0.02,-12.23,0.52,0.56,0.94,0.28,95.57,0.03,0.19,60.29
Song_368,1,6,0,0.99,-39.90,0.89,0.44,0.62,0.27,140.43,0.49,0.97,62.23
Song_369,0,1,0,0.56,-18.18,0.38,0.14,0.32,0.53,83.89,0.42,0.90,59.85
Song_370,0,0,1,0.04,-42.61,0.08,0.94,0.08,0.26,188.29,0.66,0.91,60.92
Song_371,1,7,0,0.59,-55.78,0.99,0.01,0.43,0.86,81.79,0.70,0.51,63.44
Song_372,1,7,0,0.44,-29.71,0.18,0.19,0.85,0.99,195.10,0.70,0.37,62.75
Song_373,1,6,0,0.02,-33.70,0.05,0.35,0.25,0.21,61.63,0.46,0.64,64.36
Song_374,1,7,0,0.92,-51.71,0.41,0.86,0.86,0.58,128.31,0.95,0.66,61.89
Song_375,0,2,1,0.01,-30.57,0.12,0.79,0.16,0.15,65.07,0.07,0.93,61.31
Song_376,1,10,0,0.58,-3.04,0.98,0.58,0.13,0.19,182.80,0.65,0.57,60.83
Song_377,1,1,1,0.96,-16.12,0.38,0.70,0.61,0.77,171.82,0.44,0.88,59.83
Song_378,0,6,0,0.24,-15.67,0.83,0.34,0.80,0.20,91.51,0.23,0.32,59.89
Song_379,1,7,1,0.25,-14.55,0.18,0.94,0.78,0.75,79.32,0.14,0.04,61.37
Song_380,0,0,1,0.00,-15.32,0.14,0.03,0.54,0.40,89.68,0.46,0.44,60.43
Song_381,1,11,0,0.07,-58.81,0.65,0.10,0.64,0.48,70.97,0.31,0.20,62.92
Song_382,1,9,1,0.04,-4.52,0.91,0.93,0.26,0.26,93.17,0.22,0.78,59.75
Song_383,1,8,1,0.82,-10.19,0.11,0.95,0.55,0.55,69.54,0.04,0.80,61.55
Song_384,0,10,0,0.84,-43.53,0.59,0.49,0.21,0.33,179.35,0.31,0.78,61.84
Song_385,0,3,1,0.73,-26.84,0.08,0.58,0.93,0.17,179.43,0.93,0.46,59.58
Song_386,1,11,0,0.35,-23.10,0.81,0.90,0.68,0.14,136.86,0.54,0.89,62.42
Song_387,0,3,1,0.82,-52.08,0.91,0.85,0.56,1.00,188.78,0.24,0.45,59.33
Song_388,0,2,0,0.54,-44.76,0.63,0.86,0.25,0.35,109.04,0.98,0.60,60.46
Song_389,0,5,0,0.30,-58.60,0.69,0.37,0.41,0.80,85.04,0.65,0.21,60.73
Song_390,0,0,0,0.44,-8.16,0.06,0.83,0.78,0.34,102.60,0.51,0.02,60.96
Song_391,0,5,0,0.07,-58.51,0.07,0.07,0.24,0.62,77.31,0.93,0.60,60.26
Song_392,0,1,0,0.94,-40.88,0.18,0.49,0.13,0.84,175.13,0.78,0.65,60.99
Song_393,1,8,1,0.62,-55.31,0.27,0.24,0.31,0.70,166.46,0.53,0.93,64.12
Song_394,1,1,1,0.73,-13.12,0.76,0.04,0.79,0.07,86.57,0.01,0.84,60.10
Song_395,0,6,0,0.68,-4.50,0.44,0.62,0.88,0.19,136.37,0.41,0.78,61.31
Song_396,1,11,1,0.67,-26.23,0.08,0.08,0.41,0.87,99.29,0.80,0.70,62.36
Song_397,1,0,1,0.02,-51.63,0.85,0.12,0.78,0.47,78.36,0.28,0.43,62.03
Song_398,1,11,1,0.53,-26.51,0.99,0.08,0.33,0.60,94.34,0.05,0.49,61.47
Song_399,1,6,0,0.82,-13.78,0.46,0.98,0.51,0.02,143.98,0.61,0.78,61.11
Song_400,0,4,0,0.04,-16.90,0.51,0.04,0.02,0.49,151.09,0.90,0.16,60.60
Song_401,1,7,1,0.96,-15.50,0.08,0.27,0.71,0.43,86.16,0.99,0.72,60.11
Song_402,1,3,0,0.42,-43.25,0.38,0.65,0.72,0.69,168.33,0.11,0.62,62.23
Song_403,0,11,0,0.29,-55.58,0.37,0.82,0.10,0.27,140.49,0.96,0.22,60.70
Song_404,0,9,1,0.53,-51.06,0.97,0.61,0.36,0.74,120.10,0.38,0.45,59.71
Song_405,1,6,0,0.80,-2.67,0.66,0.98,0.48,0.67,150.48,0.75,0.78,60.39
Song_406,1,5,0,0.47,-23.19,0.78,0.34,0.77,0.51,106.66,0.20,0.12,61.94
Song_407,1,4,0,0.65,-16.33,0.13,0.47,0.82,0.38,96.94,0.67,0.62,60.33
Song_408,1,3,0,0.50,-6.06,0.42,0.82,0.72,0.30,189.68,0.67,0.42,61.13
Song_409,1,6,0,0.63,-8.83,0.19,0.68,0.22,0.54,185.89,0.28,0.25,61.68
Song_410,1,11,1,0.14,-46.90,0.86,0.21,0.36,0.58,126.53,0.45,0.89,62.42
Song_411,0,4,0,0.04,-56.52,0.15,0.50,0.25,0.45,144.54,0.41,0.48,60.92
Song_412,1,4,0,0.14,-4.49,0.44,0.98,0.64,0.32,151.97,0.66,0.99,59.92
Song_413,1,0,1,0.29,-1.10,0.05,0.86,0.65,0.88,151.79,0.98,0.64,62.63
Song_414,0,1,1,0.25,-25.96,0.63,0.19,0.02,0.31,133.94,0.57,0.33,60.77
Song_415,0,4,0,0.62,-6.70,0.48,0.18,0.73,0.67,103.78,0.54,0.30,60.47
Song_416,0,2,1,0.46,-46.09,0.50,0.83,0.23,0.90,184.54,0.34,0.69,60.45
Song_417,0,1,0,0.04,-53.34,0.10,0.20,0.80,0.65,138.67,0.68,0.35,60.43
Song_418,1,3,1,0.03,-30.01,0.51,0.45,0.83,0.37,187.02,0.85,0.58,61.75
Song_419,1,3,0,0.09,-11.33,0.56,0.18,0.80,0.30,175.98,0.10,0.57,61.47
Song_420,1,3,1,0.35,-20.72,0.96,0.01,0.41,0.85,150.95,0.24,0.02,62.05
Song_421,1,3,0,0.01,-21.76,0.03,0.88,0.35,0.49,159.47,0.59,0.69,63.37
Song_422,1,2,1,0.49,-58.95,0.92,0.78,0.44,0.59,187.57,0.08,0.57,61.86
Song_423,1,11,0,0.36,-40.95,0.48,0.47,0.53,0.60,148.38,0.35,0.81,62.06
Song_424,0,6,0,0.56,-3.63,0.21,0.16,0.25,0.53,125.56,0.48,0.94,61.44
Song_425,1,8,0,0.72,-51.94,0.67,0.81,0.93,0.93,121.92,0.81,0.49,62.74
Song_426,0,11,1,0.25,-16.42,0.52,0.36,0.50,0.93,197.18,0.53,0.78,59.51
Song_427,0,4,1,0.16,-14.44,0.23,0.66,0.07,0.04,165.23,0.38,0.47,61.19
Song_428,1,3,0,0.28,-16.03,0.63,0.32,1.00,0.51,153.98,0.15,0.29,60.55
Song_429,0,10,0,0.00,-0.64,0.47,0.43,0.48,0.57,73.45,0.20,0.90,60.35
Song_430,1,1,0,0.12,-35.45,0.69,0.54,0.95,0.93,142.32,0.52,0.62,62.54
Song_431,0,1,0,0.75,-19.07,0.69,0.76,0.39,0.07,86.44,0.80,0.06,60.08
Song_432,1,4,1,0.22,-48.38,0.47,0.83,0.22,0.79,114.57,0.40,0.93,63.73
Song_433,0,6,1,0.99,-36.02,0.39,0.44,0.74,0.64,138.02,0.23,0.42,59.76
Song_434,1,9,1,0.17,-30.51,0.06,0.23,0.43,0.73,61.12,0.38,0.67,63.58
Song_435,1,9,0,0.79,-47.11,0.49,0.15,0.88,0.29,180.72,0.06,0.96,62.74
Song_436,1,8,0,0.71,-5.59,0.24,0.34,0.46,0.75,121.42,0.53,0.53,61.58
Song_437,1,6,1,0.32,-17.03,0.05,0.80,0.34,0.28,147.18,0.07,0.60,62.71
Song_438,1,4,1,0.33,-42.97,0.33,0.27,0.97,0.68,88.27,0.85,0.19,62.74
Song_439,0,9,1,0.56,-51.90,0.09,0.05,0.83,0.79,158.16,0.76,0.78,60.42
Song_440,0,9,1,0.85,-42.73,0.58,0.56,0.21,0.78,103.41,0.70,0.52,61.16
Song_441,0,9,0,0.39,-22.62,0.50,0.03,0.49,0.54,132.26,0.95,0.49,59.48
Song_442,1,5,0,0.06,-10.42,0.79,0.88,0.11,0.41,105.25,0.89,0.18,60.59
Song_443,0,10,0,0.37,-29.81,0.27,0.68,0.11,0.24,150.23,0.00,0.44,61.07
Song_444,1,11,1,0.21,-53.85,0.37,0.26,0.85,0.03,179.06,0.78,0.95,63.13
Song_445,1,2,0,0.94,-45.04,0.69,0.47,0.93,0.05,149.75,0.59,0.39,62.94
Song_446,0,4,1,0.70,-39.29,0.99,0.74,0.74,0.42,84.94,0.44,0.22,59.52
Song_447,0,7,1,0.05,-21.83,0.90,0.92,0.99,0.09,94.95,0.29,0.60,59.57
Song_448,1,0,1,0.29,-45.20,0.52,0.87,0.05,0.11,133.18,0.20,0.51,63.65
Song_449,0,11,1,0.05,-45.96,0.68,0.07,0.33,0.19,97.98,0.88,0.48,61.01
Song_450,1,0,1,0.83,-42.83,0.53,0.08,0.13,0.48,87.36,0.36,0.16,63.32
Song_451,1,6,0,0.91,-24.45,0.43,0.60,0.78,0.59,66.53,0.45,0.91,61.88
Song_452,1,4,0,0.11,-30.44,0.60,0.50,0.89,0.69,74.58,0.71,0.61,61.32
Song_453,1,4,0,0.44,-9.50,0.39,0.29,0.45,0.49,139.07,0.79,0.62,61.30
Song_454,1,0,1,0.93,-18.12,0.28,0.98,0.83,0.66,87.25,0.63,0.12,61.65
Song_455,0,8,0,0.15,-19.99,0.71,0.75,0.85,0.86,129.78,0.42,0.46,59.84
Song_456,0,0,1,0.29,-50.72,0.87,0.69,0.14,0.37,149.86,0.06,0.58,59.62
Song_457,1,4,0,0.30,-56.69,0.29,0.18,0.38,0.69,95.02,0.61,0.92,63.51
Song_458,1,9,1,0.03,-29.40,0.71,0.28,0.19,0.66,192.93,0.85,0.58,62.15
Song_459,0,8,1,0.04,-55.70,0.43,0.61,0.67,0.64,95.93,0.05,0.96,59.76
Song_460,0,3,0,0.95,-38.16,0.30,0.80,0.39,0.58,82.69,0.35,0.69,60.48
Song_461,1,7,1,0.57,-58.43,0.62,0.93,0.67,0.73,123.96,0.25,0.16,61.87
Song_462,0,5,0,0.31,-49.39,0.94,0.70,0.88,0.82,121.90,0.54,0.07,60.00
Song_463,1,10,0,0.38,-53.38,0.35,0.42,0.41,0.39,180.17,0.01,0.55,63.50
Song_464,0,2,0,0.71,-11.94,0.76,0.69,0.97,0.65,66.63,0.88,0.94,59.58
Song_465,1,3,1,0.37,-39.23,0.31,0.07,0.41,0.25,98.14,0.79,0.32,63.97
Song_466,0,1,1,0.23,-55.27,0.80,0.60,0.21,0.76,183.07,0.10,0.88,59.97
Song_467,1,0,1,0.10,-44.07,0.76,0.89,0.53,0.88,166.22,0.89,0.15,62.47
Song_468,0,7,1,0.73,-19.03,0.77,0.64,0.40,0.76,60.54,0.77,0.74,59.16
Song_469,0,0,0,0.18,-15.26,1.00,0.01,0.13,0.49,133.91,0.96,0.42,60.09
Song_470,1,10,1,0.07,-52.81,0.14,0.69,0.02,0.13,94.26,0.26,0.01,66.02
Song_471,0,0,0,0.43,-13.29,0.39,0.73,0.74,0.87,198.36,0.86,0.29,60.19
Song_472,1,3,0,0.04,-37.77,0.63,0.54,0.93,0.81,197.70,0.15,0.40,62.89
Song_473,0,9,1,0.96,-19.24,0.59,0.82,0.44,0.70,189.83,0.70,0.44,59.17
Song_474,1,11,1,0.63,-19.71,0.78,0.20,0.07,0.85,61.40,0.07,0.17,62.67
Song_475,0,9,0,0.15,-12.38,0.05,0.41,0.74,0.53,186.69,0.71,0.62,60.52
Song_476,1,5,1,0.17,-18.17,0.71,0.81,0.87,0.99,105.74,0.15,0.85,60.83
Song_477,0,8,0,0.57,-57.67,0.74,0.60,0.32,0.84,149.87,0.74,0.69,60.77
Song_478,1,0,1,0.36,-28.83,0.06,0.99,0.22,0.16,122.89,0.44,0.80,64.38
Song_479,0,6,1,0.77,-50.03,0.54,0.07,0.34,0.40,109.64,0.13,0.35,60.63
Song_480,1,9,0,0.55,-1.80,0.24,0.24,0.91,0.17,100.17,0.57,0.84,61.26
Song_481,1,10,0,0.43,-44.65,0.80,0.20,0.42,0.22,119.89,0.02,0.01,64.15
Song_482,1,4,0,0.96,-34.79,0.05,0.98,0.65,0.50,101.58,0.24,0.83,63.33
Song_483,0,11,1,0.39,-48.20,0.15,0.87,0.07,0.36,189.64,0.29,0.03,61.61
Song_484,1,7,1,0.40,-51.92,0.10,0.13,0.28,0.91,121.19,0.99,0.65,63.47
Song_485,0,6,1,0.67,-23.94,0.07,0.35,0.23,0.00,192.25,0.79,0.21,60.12
Song_486,1,3,0,0.81,-30.41,0.60,0.05,0.06,0.01,112.01,0.31,0.49,64.00
Song_487,0,3,0,0.63,-37.52,0.87,0.63,0.12,0.92,96.39,0.36,0.40,59.51
Song_488,1,5,1,0.70,-54.87,0.51,0.33,0.42,0.24,173.28,0.44,0.96,62.43
Song_489,0,5,0,0.37,-15.84,0.21,0.26,0.56,0.00,132.87,0.79,0.32,60.54
Song_490,0,8,1,0.48,-59.65,0.34,0.52,0.31,0.44,82.80,0.68,0.66,61.10
Song_491,1,11,0,0.20,-32.54,0.36,0.80,0.42,0.20,189.92,0.54,0.52,62.97
Song_492,0,4,1,0.68,-22.05,0.45,0.40,0.76,0.05,194.69,0.45,0.38,60.06
Song_493,0,7,1,0.22,-34.16,0.42,0.76,0.25,0.53,156.35,0.25,0.65,60.09
Song_494,1,4,1,0.00,-52.43,0.67,0.45,0.03,0.14,196.06,0.45,0.14,64.39
Song_495,0,1,0,0.93,-13.31,0.34,0.21,0.26,0.84,154.38,0.78,0.73,59.62
Song_496,0,5,0,0.31,-40.56,0.66,0.45,0.92,0.30,147.25,0.45,0.59,60.32
Song_497,0,8,1,0.20,-51.91,0.55,0.54,0.02,0.22,175.63,0.52,0.77,62.08
Song_498,1,2,1,0.27,-26.98,0.05,0.46,0.13,0.74,69.48,0.34,0.75,63.73
Song_499,0,0,1,0.33,-58.85,0.92,0.27,0.07,0.85,122.01,0.49,0.48,61.62
Song_500,1,0,1,0.47,-40.56,0.18,0.19,0.38,0.09,120.26,0.76,0.42,64.85
Song_501,0,2,1,0.07,-14.96,0.45,0.95,0.65,0.15,146.91,0.92,0.86,59.80
Song_502,0,9,1,0.05,-5.24,0.95,0.30,0.91,0.47,108.60,0.50,0.91,59.11
Song_503,0,4,0,0.29,-24.50,0.25,0.71,0.79,0.59,123.49,0.15,0.42,60.39
Song_504,1,2,0,0.30,-46.94,0.02,0.34,0.25,0.08,178.92,0.77,0.93,66.08
Song_505,0,8,0,0.12,-46.80,0.49,0.97,0.63,0.38,192.71,0.76,0.92,61.18
Song_506,0,7,0,0.40,-23.77,0.22,0.99,0.66,0.90,127.78,0.68,0.13,60.61
Song_507,1,2,1,0.28,-35.59,0.58,0.83,0.09,0.88,158.73,0.58,0.46,62.33
Song_508,0,8,1,0.03,-49.36,0.82,0.58,0.43,0.31,136.62,0.32,0.81,59.91
Song_509,1,5,1,0.89,-12.76,0.51,0.54,0.31,0.23,181.46,0.75,0.15,61.11
Song_510,1,6,0,0.89,-47.99,0.65,0.33,0.16,0.58,96.64,0.98,0.24,62.51
Song_511,0,3,0,0.21,-40.70,0.67,0.12,0.06,0.10,180.88,0.47,0.55,62.31
Song_512,1,3,1,0.16,-56.31,0.82,0.08,0.03,0.23,132.11,0.16,0.12,64.69
Song_513,0,11,0,0.55,-17.92,0.69,0.47,0.86,0.17,123.86,0.22,0.34,60.07
Song_514,1,1,0,0.63,-43.48,0.98,0.98,0.33,0.21,193.28,0.26,0.51,62.80
Song_515,1,4,1,0.96,-46.03,0.46,0.25,0.49,0.21,102.71,0.64,0.79,64.15
Song_516,0,7,1,0.38,-41.80,0.05,0.41,0.29,0.63,71.54,0.77,0.16,61.49
Song_517,1,6,1,0.62,-7.55,0.39,0.64,0.17,0.49,154.07,0.35,0.72,61.04
Song_518,1,6,0,0.88,-28.92,0.84,0.35,0.26,0.86,96.82,0.73,0.95,63.25
Song_519,1,5,1,0.45,-50.53,0.13,0.00,0.17,0.74,149.85,0.09,0.21,63.84
Song_520,1,2,1,0.12,-13.53,0.74,0.40,0.76,0.50,67.84,0.90,0.23,59.57
Song_521,1,4,1,0.38,-47.49,0.54,0.80,0.91,0.31,138.72,0.07,0.78,61.51
Song_522,0,0,0,0.14,-35.25,0.90,0.94,0.43,0.83,93.20,0.80,0.13,60.18
Song_523,1,6,0,0.02,-25.92,0.73,0.28,0.82,0.08,70.54,0.71,0.47,61.54
Song_524,0,8,1,0.75,-24.93,0.66,0.92,0.43,0.68,67.78,0.65,0.41,59.56
Song_525,1,0,1,0.24,-55.86,0.89,0.87,0.45,0.11,194.06,0.06,0.51,62.26
Song_526,0,1,0,0.00,-9.79,0.91,0.41,0.49,0.53,97.16,0.52,0.52,60.83
Song_527,0,2,0,0.87,-31.23,0.38,0.00,0.82,0.90,141.45,0.12,0.56,60.26
Song_528,1,2,1,0.44,-0.64,0.93,0.84,0.94,0.24,127.84,0.44,0.82,60.61
Song_529,1,7,0,0.24,-16.95,0.05,0.29,0.74,0.08,110.81,0.17,0.43,62.92
Song_530,1,6,1,0.26,-0.45,0.76,0.76,0.89,0.34,135.96,0.15,0.22,59.97
Song_531,0,5,1,0.24,-32.79,0.34,0.57,0.64,0.48,138.36,0.57,0.79,59.98
Song_532,1,9,0,0.19,-51.55,0.49,0.22,0.84,0.72,177.22,0.28,0.98,61.89
Song_533,0,9,1,0.84,-16.36,0.84,0.65,0.56,0.03,114.07,0.77,0.13,59.86
Song_534,0,10,1,0.17,-13.33,0.64,0.76,0.77,0.13,109.40,0.25,0.26,60.36
Song_535,0,3,0,0.56,-8.83,0.46,0.47,0.71,0.41,155.09,0.34,0.98,59.96
